,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_train_mae,split1_train_mae,split2_train_mae,split3_train_mae,split4_train_mae,mean_train_mae,std_train_mae
0,0.15200061798095704,0.021872101584620083,0.002199697494506836,0.0003998059742707065,0.8,0.1,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",-0.07351585884804841,-0.07470232302469787,-0.04986751960128655,-0.07831363724772572,-0.059909172998200005,-0.06726170234399172,0.010707379286035507,64,-0.004351386720128459,-0.004241360450525841,-0.003725511529680524,-0.003940413632574947,-0.0036504116358824115,-0.003981816793758437,0.00027610897452354124
1,0.11859807968139649,0.006886838892634395,0.002600240707397461,0.0004899221235906436,0.8,0.1,7,200,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.9}",-0.07619966991286369,-0.07749184614769779,-0.0559321736721717,-0.07535637478279714,-0.06247498744047196,-0.06949101039120045,0.008677426070496834,325,-0.004086760405791181,-0.00393381279883004,-0.003468830102427411,-0.0037111896341483087,-0.0035092671588758256,-0.0037419720200145535,0.00023890899112564992
2,0.09579849243164062,0.004665413250163915,0.0020016193389892577,1.5568568913759715e-06,0.8,0.1,7,200,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1}",-0.07181311937296614,-0.07623391433440327,-0.0493015474655464,-0.07462468440605041,-0.061306977138285194,-0.06665604854345028,0.01011554568692554,16,-0.005240360120130794,-0.005552930240510603,-0.006415999903089369,-0.00651651809283421,-0.006373560702820867,-0.006019873811877168,0.0005204505227651209
3,0.2190723419189453,0.0056859527607890595,0.0028000831604003905,0.0007478449632437498,0.8,0.1,7,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.8}",-0.07419302676990086,-0.07451243833887394,-0.05053575445828867,-0.07862768716199803,-0.06094910794922911,-0.06776360293565811,0.010470422162418308,116,-0.003335356092948422,-0.0030772769654205303,-0.0027678620192240857,-0.0019185296945477502,-0.0018177776576330576,-0.002583360485954769,0.0006118183955436917
4,0.20086870193481446,0.016169532659861378,0.002599954605102539,0.0004901754251335285,0.8,0.1,7,400,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.9}",-0.07651168922583289,-0.07729788532287814,-0.05648592273470881,-0.07591151736036655,-0.06376829039638357,-0.06999506100803399,0.008391324462913834,402,-0.0033644723852822257,-0.003038509260041853,-0.0027369864815048072,-0.0019228552120169136,-0.00182831058229128,-0.002578226784227416,0.0006078047304500847
5,0.15559849739074708,0.00287237522069044,0.0028005123138427736,0.0003977063283752814,0.8,0.1,7,400,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'subsample': 1}",-0.07200263606631979,-0.07643229253426427,-0.04947514786933356,-0.07505013837646614,-0.06293607038626839,-0.06717925704653042,0.010022719577117468,55,-0.004876415737146513,-0.004059937414190558,-0.004717411282079127,-0.004147746691304359,-0.004278236483241769,-0.004415949521592466,0.0003226609949855924
6,0.28235301971435545,0.026975031937979548,0.0023152828216552734,0.00040985669667789387,0.8,0.1,7,600,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'subsample': 0.8}",-0.07355293259313822,-0.07426125267231602,-0.050610806847128924,-0.0784479078195506,-0.06092177011333441,-0.06755893400909366,0.010302522060262926,85,-0.0034060081978042984,-0.0030537814153132697,-0.0027525710448246684,-0.0017230191469121577,-0.0016149455894355058,-0.0025100650788579797,0.0007180293684497137
7,0.25226616859436035,0.01738814705803963,0.0025998592376708985,0.0004894173897202937,0.8,0.1,7,600,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'subsample': 0.9}",-0.07621898261209355,-0.07734707983632313,-0.05639305626636203,-0.07584478203055514,-0.0639940889078473,-0.06995959793063625,0.008343003392264878,400,-0.003299739117630003,-0.0029604145111574148,-0.0026912415352561246,-0.001740036795435108,-0.0016871308324332517,-0.0024757125583823804,0.000651688339611905
8,0.1791980743408203,0.011196905301826932,0.002200889587402344,0.00039944741241122115,0.8,0.1,7,600,1,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'subsample': 1}",-0.07200263606631979,-0.07643229702757232,-0.049475146317129265,-0.07505014158435501,-0.06293607199021282,-0.06717925859711785,0.010022721323154828,56,-0.00487641312527984,-0.004059934939657585,-0.004717407934330185,-0.004147744774089528,-0.00427823654245998,-0.004415947463163423,0.00032266048368675396
9,0.34938464164733884,0.03996610907009767,0.0025997161865234375,0.0004903711357603641,0.8,0.1,7,800,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 800, 'subsample': 0.8}",-0.07456402708548096,-0.07453606747628097,-0.05061427116014592,-0.07861608359665442,-0.06094597137768064,-0.06785528413924859,0.010492149772665755,129,-0.003360942325682763,-0.003076015092196465,-0.002859092879830379,-0.0016245057230136004,-0.0015814364670788453,-0.0025003984975604104,0.0007499614883421714
